responsetype,response,name,title,company,bank,doctype,filename
question,"Got it. Thanks, Grayson.",John Pancari,Analyst,Evercore Group LLC,regions,qr,../data/quarterly/earningsTran\regions_4Q17.pdf
answer,"Good morning, Ken.","O. B. Grayson Hall, Jr.","Chairman, President & Chief Executive Officer",Regions Financial Corp.,regions,qr,../data/quarterly/earningsTran\regions_4Q17.pdf
question,"Hey. Good morning, guys. How are you doing? Just a question on the balance sheet. Thinking through the organic growth in loans and deposits, and then, the lingering runoff that you articulated clearly, how do we just think about the trajectory of the balance sheet? The balance sheet is clearly becoming more efficient, but do you expect – I guess when – should we see any average earning asset expansion this year? Or is it just kind of netting those – a final kind of mix to a better place?",Ken Usdin,Analyst,Jefferies LLC,regions,qr,../data/quarterly/earningsTran\regions_4Q17.pdf
answer,"Yeah. So, we've given you some guidance on low-single digits on the balance sheet for loans and deposits. We see that continuing. We have not changed that guidance post tax reform. We'll see what demand for credit might look like, but right now, we feel pretty confident we can grow in the low-single digits on both of those. We do have the headwind of our indirect auto book that will affect us about $700 million, as I previously mentioned. But we can overcome that...","David J. Turner, Jr.",Senior Executive Vice President & Chief Financial Officer,Regions Financial Corp.,regions,qr,../data/quarterly/earningsTran\regions_4Q17.pdf
question,Right.,Ken Usdin,Analyst,Jefferies LLC,regions,qr,../data/quarterly/earningsTran\regions_4Q17.pdf
answer,"...and continue to grow, and grow the balance sheet both in dollars but also, as you mentioned, it's far more effective and efficient in generating better returns for us.","David J. Turner, Jr.",Senior Executive Vice President & Chief Financial Officer,Regions Financial Corp.,regions,qr,../data/quarterly/earningsTran\regions_4Q17.pdf
answer,"Yeah, I mean, I think...","O. B. Grayson Hall, Jr.","Chairman, President & Chief Executive Officer",Regions Financial Corp.,regions,qr,../data/quarterly/earningsTran\regions_4Q17.pdf
question,And that sort of – yeah.,Ken Usdin,Analyst,Jefferies LLC,regions,qr,../data/quarterly/earningsTran\regions_4Q17.pdf
answer,"We're very pleased with sort of the super progress we've made on reshifting our balance sheet and the assets we've invested in. Clearly in 2016, 2017, we made some risk-based decisions regarding our balance sheet and reduced our risk appetite for certain asset classes, which created a headwind for us in terms of loan growth. We had very good loan production growth in 2017. That production actually strengthened in the second half of the year. We felt good about that. What we have not built into the guidance is any sort of optimism about loan growth above and beyond what we're seeing today is if business is more certain and more confident in 2018, then they have been thus far – that's an upside opportunity. But for right now, we've built in what we know and what we see. Obviously, we'd be encouraged if it is better than that. We've John Turner with us. John, do you mind making a few comments about the potential for loan growth?","O. B. Grayson Hall, Jr.","Chairman, President & Chief Executive Officer",Regions Financial Corp.,regions,qr,../data/quarterly/earningsTran\regions_4Q17.pdf
answer,"Sure, Grayson. Happy to. As this has been suggested, we are currently projecting sort of low-single digit loan growth. That is based upon our assessment of economic conditions, market conditions prior to, as has been said, any tax reform. I would say that we are largely complete with the de-risking activities. We'll continue to focus on improving the quality of our portfolio, on client selectivity, on risk-adjusted returns in the business. And so, I anticipate that we will see just, as a result of better execution, continued improvement in execution for that low- single digit growth. And if the economy does in fact pick up as a result of tax reform, then we should benefit from that. But in the meantime, we do believe we can deliver low-single digit growth just based upon our day to day activities and expectations of the business.",John Turner,President & Head of Corporate Banking Group,Regions Financial Corp.,regions,qr,../data/quarterly/earningsTran\regions_4Q17.pdf
question,"Great. Understood. Thanks on all of that. And then, inside that efficiency comment, can you – is there a way you can help us separate how much that efficiency can help the NIM itself on its own versus how much rates can help the NIM, presuming the curve and the hikes that you're expecting?",Ken Usdin,Analyst,Jefferies LLC,regions,qr,../data/quarterly/earningsTran\regions_4Q17.pdf
answer,"I'm not exactly sure of your question, but let me see if I can give it a stab. So our efficiency ratio, we have a number of things we're going to have to deal with. The tax equivalent adjustment that we have does negatively impact the efficiency ratio, as it does the margin. So I told you the 4 basis points of the margin, but it also negatively impact the efficiency ratio about 50 basis points.","David J. Turner, Jr.",Senior Executive Vice President & Chief Financial Officer,Regions Financial Corp.,regions,qr,../data/quarterly/earningsTran\regions_4Q17.pdf
question,"50 bps, right.",Ken Usdin,Analyst,Jefferies LLC,regions,qr,../data/quarterly/earningsTran\regions_4Q17.pdf
answer,"50 bps, but we're still committed to having an efficiency ratio under that 60% that we mentioned. So, that will come from continuing to become more efficient. On expenses, we did a good job of having a less than 1% growth in expenses this year. We see renewed growth and revenue coming. We gave you the guidance of 3% to 5% on NII. We feel good about that based on the balance sheet growth and even more encouraged based on what we've seen off late with the market expectations for rates. And we also are getting back on the growth side of non- interest revenue, where we were down this year, but expect 3% to 6% growth in non-interest revenue. So, if you put all of that together, and we'll get some incremental benefits from the Simplify and Grow strategy that we talked about. We feel pretty confident, we can be under 60%.","David J. Turner, Jr.",Senior Executive Vice President & Chief Financial Officer,Regions Financial Corp.,regions,qr,../data/quarterly/earningsTran\regions_4Q17.pdf
